,Name,Address,City,State,Postal Code,Telephone,Overall Niche Grade,Public Schools,Crime & Safety,Housing,Nightlife,Good for Families,Diversity,Jobs,Weather,Cost of Living,Health & Fitness,Outdoor Activities,Commute
339,Buffalo Wild Wings,200 Calhoun St,Cincinnati,OH,45219,(513) 281-9464,B+,B,C-,C-,A,B-,B,C-,B-,B,A-,A,A
340,Buffalo Wild Wings,3878 Attucks Dr,Powell,OH,43065,(614) 766-5371,A+,A+,A-,A,A-,A+,B,A+,B-,B,A-,A-,B+
341,Buffalo Wild Wings,461 S Randall Rd,Algonquin,IL,60102,(708) 971-0584,A,A-,A-,B+,A-,A+,B,B,C+,B-,A-,A,A-
342,Buffalo Wild Wings,301 E Euclid Ave,Mount Prospect,IL,60056,(224) 202-6897,A,A+,C-,B,A-,A,A,B,B-,B-,A,A,A
343,Buffalo Wild Wings,2540 N Sutton Rd,Hoffman Estates,IL,60192,(708) 552-0310,A,A+,C-,B+,B-,A,A-,A-,C+,C+,A,B+,B
344,Buffalo Wild Wings,4999 Old Orchard Ctr Unit D-150,Skokie,IL,60077,(872) 395-5338,A+,A+,C-,B-,A,A,A+,B-,B-,C+,A,A-,A
345,Buffalo Wild Wings,1018 Willow Rd,Northbrook,IL,60062,(847) 979-5659,A+,A+,C-,B,B,A+,B+,B+,B-,C,A,A,A
346,Buffalo Wild Wings,5755 Northwest Hwy,Crystal Lake,IL,60014,(224) 338-6813,A,A,A-,B,A,A+,B,B+,C+,B-,A,A,A-
347,Buffalo Wild Wings,461 S Randall Rd,Algonquin,IL,60102,(847) 458-2333,A,A-,A-,B+,A-,A+,B,B,C+,B-,A-,A,A-
348,Buffalo Wild Wings,361 W Townline Rd,Vernon Hills,IL,60061,(630) 474-8777,A+,A+,B,B+,B,A+,A,B+,C+,C+,A,A,A-
349,Buffalo Wild Wings,1435 E Main St,Carbondale,IL,62901,(618) 529-4686,A-,B+,C,C-,A,B-,A-,D+,B,B-,A-,C+,A
350,Buffalo Wild Wings,15888 S La Grange Rd,Orland Park,IL,60462,(708) 364-9464,A,A+,C-,B+,A-,A,B,B+,B-,B,A,A-,A-
351,Buffalo Wild Wings,833 W Camp St,East Peoria,IL,61611,(309) 699-9464,B+,B,B,B+,A,B,B-,B+,B-,A-,B,B,A-
352,Buffalo Wild Wings,1724 E Jackson St,Macomb,IL,61455,(309) 833-5707,A,B,B,B,A,B,B,B-,B,B+,B+,C-,A
353,Buffalo Wild Wings,6450 Route 53,Woodridge,IL,60517,(630) 969-9464,A+,A,A-,B,A,A+,A,B+,B-,B-,A,A,A-
354,Buffalo Wild Wings,4420 Wabash Ave,Springfield,IL,62711,(217) 546-9453,A,B+,C,A-,B+,A-,B-,A,B,B+,A-,C+,B+
355,Buffalo Wild Wings,3961 Fountain Square Pl,Waukegan,IL,60085,(847) 473-3194,B+,B-,B,C,A,B+,A,C+,C+,B,A-,A,A-
356,Buffalo Wild Wings,1424 Central Park Cir,O Fallon,IL,62269,(618) 624-6464,A+,A+,C-,A-,A,A+,B+,B,B,B+,B+,A-,A-
357,Buffalo Wild Wings,249 Harvard Dr,Edwardsville,IL,62025,(618) 656-9464,A,A,B-,A-,A,A,B,B+,B,B+,B+,B-,A-
358,Buffalo Wild Wings,402 Randall Rd,South Elgin,IL,60177,(847) 697-5736,A,A+,B,B+,A-,A+,B+,B+,B-,B,A,A,A-
359,Buffalo Wild Wings,124 Dettro Dr,Mattoon,IL,61938,(217) 258-9464,B+,B-,B,B,A,B+,C+,B-,A-,A-,B+,A-,A-
360,Buffalo Wild Wings,1513 W Lane Rd Unit 1,Machesney Park,IL,61115,(815) 633-7928,B-,B-,C-,B-,A,B,B-,C+,C+,B+,C+,A,B+
361,Buffalo Wild Wings,2683 N Seminary St,Galesburg,IL,61401,(309) 341-1244,A-,B,B-,B,A,B+,B+,B-,B-,A,A-,B-,A
362,Buffalo Wild Wings,550 W 79th St,Chanhassen,MN,55317,(952) 934-9453,A+,A+,A-,A,B,A+,B-,A+,C,B,A,A,A-
363,Buffalo Wild Wings,3458 55th St NW,Rochester,MN,55901,(507) 536-0717,A+,A-,B,A,A-,A+,B+,A,C+,A-,A,A-,A
364,Buffalo Wild Wings,1280 Promenade Pl,Saint Paul,MN,55121,(651) 414-6200,A+,A+,B,A,A,A+,A-,A,C,B+,A,A,A-
365,Buffalo Wild Wings,7551 Egan Dr,Savage,MN,55378,(952) 226-1600,A+,A-,B+,A-,A-,A+,B,A,C,B,A,A,A-
366,Buffalo Wild Wings,778 Freeport Ave NW,Elk River,MN,55330,(763) 241-9464,A-,B+,A-,B+,B,A,C+,A-,C,B+,A-,A-,A-
367,Buffalo Wild Wings,8346 3rd St N,Saint Paul,MN,55128,(651) 734-9464,A,B,B+,B+,B,A,A-,B+,C+,B+,A,A,A-
368,Buffalo Wild Wings,9221 Cedar St,Monticello,MN,55362,(763) 295-9464,A,A-,A,A-,A-,A,B-,A,C,B+,B+,B+,A-
369,Buffalo Wild Wings,14658 Cedar Ave,Saint Paul,MN,55124,(952) 997-2271,A+,A+,B,A,A-,A+,B,A-,C+,B+,A,A,A-
370,Buffalo Wild Wings,3395 River Rapids Dr. Riverdale Village,Minneapolis,MN,55448,(763) 253-2999,A-,B+,B,B+,A-,A,B,B+,C,B+,B,A,A-
371,Buffalo Wild Wings,11580 Theatre Dr N,Champlin,MN,55316,(763) 427-9464,A,A-,C+,A-,B,A,B,A-,C+,B+,A,A,A-
372,Buffalo Wild Wings,5590 W Broadway Ave,Minneapolis,MN,55428,(763) 531-2356,A-,B-,C+,C+,A-,B+,A,B,C+,B,A,A,A-
373,Buffalo Wild Wings,1307 Miller Trunk Hwy,Duluth,MN,55811,(218) 722-5100,A-,B,B-,B,A,B,B-,B,C-,B+,A-,B-,A-
374,Buffalo Wild Wings,1100 W Frontage Rd,Owatonna,MN,55060,(507) 455-2700,A-,B-,B,B+,A-,B+,B,A-,C+,A-,A-,B-,A-
375,Buffalo Wild Wings,301 Saint Andrews Dr,Mankato,MN,56001,(507) 385-9464,A,A-,B-,B,A,A,B,B,C+,B+,A-,A-,A
376,Buffalo Wild Wings,3505 Vicksburg Ln N,Minneapolis,MN,55447,(763) 551-9464,A+,A+,C+,A,B,A+,B,A-,C+,B,A,A,A-
377,Buffalo Wild Wings,80 Snelling Ave N,Saint Paul,MN,55104,(651) 644-0000,A+,B,C,B-,A,A,A,B-,C+,B,A,A,A
378,Buffalo Wild Wings,1540 109th Ave NE,Minneapolis,MN,55449,(763) 783-4515,A,B+,B,A-,A-,A+,B,A-,C,B,A,A-,A-
379,Buffalo Wild Wings,2001 University Ave SE,Minneapolis,MN,55414,(612) 617-9464,A,C+,C+,D+,A+,B,B+,B-,C,C+,A,A,A+
380,Buffalo Wild Wings,18425 Orchard Trl,Lakeville,MN,55044,(952) 898-2999,A+,A,B,A-,B,A+,B-,A,C+,B,A,A,A-
381,Buffalo Wild Wings,1777 County Road B2 W,Saint Paul,MN,55113,(651) 636-0926,A+,A-,C,B+,A,A,A-,B+,C+,B+,A,A,A
382,Buffalo Wild Wings,2685 Southdale Ctr A,Minneapolis,MN,55435,(952) 920-9066,A+,A+,C+,A-,B,A+,A,A-,C,B,A+,A,A
383,Buffalo Wild Wings,3085 White Bear Ave N,Saint Paul,MN,55109,(651) 770-9464,A-,B,C,B-,A,B+,A-,B-,C+,B+,A,A,A-
384,Buffalo Wild Wings,5991 Norwich Ave N,Stillwater,MN,55082,(651) 351-9464,A,A,B+,B+,A-,A+,B-,A-,C+,B,A,A,A-
385,Buffalo Wild Wings,3701 W Division St Ste 111,Saint Cloud,MN,56301,(320) 656-9464,A,B-,B-,B-,A,B+,B+,B,C,B+,A-,B+,A
386,Buffalo Wild Wings,2201 1st Ave N,Moorhead,MN,56560,(218) 512-0400,A,B,B,B+,A,A-,B,B+,C-,A-,A-,B+,A
387,Buffalo Wild Wings,1040 Highway 15 S,Hutchinson,MN,55350,(320) 234-9453,A-,B,A,B+,A-,A-,C+,B,C,A-,A-,B+,A-
388,Buffalo Wild Wings,225 Paul Bunyan Dr NW,Bemidji,MN,56601,(218) 444-9464,A,B+,C,B,A,A-,NG,B,C-,B+,B+,A-,A-
389,Buffalo Wild Wings,14643 Edgewood Dr Ste 100,Baxter,MN,56425,(218) 828-8900,B+,B+,B,B+,B-,A-,C+,B+,C-,B+,B+,B+,B
390,Buffalo Wild Wings,150 Whalon St,Fitchburg,MA,01420,(978) 343-9464,B,C+,B-,C,A,B,A,C,C+,B-,B+,A,A-
391,Buffalo Wild Wings,180 Main St,Saugus,MA,01906,(781) 941-2901,B,B-,B-,C,B,B,B-,B-,B-,C+,A-,A,A-
392,Buffalo Wild Wings,100 Independence Way Ste D14,Danvers,MA,01923,(978) 646-9464,A-,B+,B-,C,A-,A-,B-,B-,B-,C,A,A,A-
393,Buffalo Wild Wings,186 N Dartmouth Mall,North Dartmouth,MA,02747,(508) 992-1438,B,B+,B-,C+,A,B,B,C+,B-,C+,B,A-,B+
394,Buffalo Wild Wings,321 School St,Mansfield,MA,02048,(508) 339-4035,A,A-,B-,B,A-,A-,B-,B,C+,C+,B,B,A-
395,Buffalo Wild Wings,476 Boston Tpke,Shrewsbury,MA,01545,(508) 845-2999,A+,A+,B-,B+,A-,A+,A-,B+,C+,C+,A,A,A-
396,Buffalo Wild Wings,500 Westgate Dr,Brockton,MA,02301,(508) 559-1409,B,B-,B-,D,A-,B,A+,C-,C+,C,A-,A,A
397,Buffalo Wild Wings,480 Memorial Dr,Chicopee,MA,01020,(413) 331-5041,B,B,C,B-,A-,B,B+,B-,C+,B,B+,A,B
398,Buffalo Wild Wings,S Shore Plz Suite 1025B,Braintree,MA,02184,(781) 843-0753,A,A,B+,B-,A,A,B,B,C+,C,A+,A,A-
399,Buffalo Wild Wings,1775 Washington St,Hanover,MA,02339,(781) 826-2614,A-,A,B-,B-,B,A,C+,B+,C+,C,A-,A-,B+
400,Buffalo Wild Wings,15 South Ave,Burlington,MA,01803,(781) 365-1907,A-,A,B+,C+,B,A,B+,B,C+,C,A-,A,A-
401,Buffalo Wild Wings,120 Highland Ave,Seekonk,MA,02771,(508) 336-6153,B,B+,B-,B-,B,B+,C+,B-,B-,C+,B,A-,A-
402,Buffalo Wild Wings,250 S Shore Plz,Braintree,MA,02184,(781) 843-0753,A,A,B+,B-,A,A,B,B,C+,C,A+,A,A-
403,Buffalo Wild Wings,13967 S Virginia St,Reno,NV,89511,(775) 853-9464,A,A,C,B-,A-,A-,B,B,B,C,A,A-,A-
404,Buffalo Wild Wings,190 W Craig Rd,North Las Vegas,NV,89032,(702) 642-0055,B,C,C-,C+,A-,B-,A+,B-,A-,B-,A,A-,A-
405,Buffalo Wild Wings,150 E Centennial Pkwy Ste 101,North Las Vegas,NV,89084,(702) 649-3054,A-,C+,C-,B,A-,B,A+,A-,A-,C+,A-,A-,B+
406,Buffalo Wild Wings,65 E Horizon Ridge Pkwy,Henderson,NV,89002,(702) 564-5795,B+,B-,C-,B,A-,B-,B+,B,A-,C+,A-,A-,A-
407,Buffalo Wild Wings,4280 S Hualapai Way Ste 108,Las Vegas,NV,89147,(702) 251-3911,B+,B-,C-,C,A,B-,A+,B-,A,C+,A,B+,A-
408,Buffalo Wild Wings,6640 N Durango Dr Ste 110,Las Vegas,NV,89149,(702) 395-2455,B+,B-,C-,C+,A,B,A,B,A-,C+,A-,B+,A-
409,Buffalo Wild Wings,7345 S Durango Dr Ste 118,Las Vegas,NV,89113,(702) 260-4800,A-,B-,C-,B-,A,B-,A+,B+,A-,C+,A,B+,A-
410,Buffalo Wild Wings,10271 S Eastern Ave Ste 121,Henderson,NV,89052,(702) 492-1880,A-,B,C-,C,A-,B,A,B+,A,C,A,A-,A-
411,Buffalo Wild Wings,150 E Centennial Pkwy,Las Vegas,NV,89115,(702) 649-3054,B-,C,C-,C,A,C+,A,C,A-,B-,B,A-,A
412,Buffalo Wild Wings,7430 Las Vegas Blvd S Ste 120,Las Vegas,NV,89123,(702) 614-0238,A-,B-,C-,B-,A,B,A,B,A-,C+,A,A-,A-
413,Buffalo Wild Wings,1560 E Lincoln Way,Sparks,NV,89434,(775) 737-9741,B+,B+,C,B-,A-,B-,A,C+,B+,C+,A,B,A-
414,Buffalo Wild Wings,3815 S Carson St,Carson City,NV,89701,(775) 283-9453,A-,B+,NG,B-,A-,A-,A-,C-,B+,B-,A,A,A-
415,Buffalo Wild Wings,3663 Las Vegas Blvd S Ste 600,Las Vegas,NV,89109,(702) 734-0096,A-,C+,C-,C-,A+,B-,A+,B-,A-,C,A,A-,A
416,Buffalo Wild Wings,65 W Horizon Ridge Pkwy,Henderson,NV,89012,(702) 564-5795,A-,B,C-,B-,A-,B,A-,B+,A-,C+,A,A-,A-
417,Buffalo Wild Wings,617 Mall Ring Cir,Henderson,NV,89014,(702) 456-1237,A-,B,C-,C+,A,B+,A,B-,A-,C+,A,A-,A-
418,Buffalo Wild Wings,2710 Mcfarland Blvd E,Tuscaloosa,AL,35405,(205) 523-0273,B+,B,C,B,B+,B+,A,B,B,B+,B+,B+,B-
419,Buffalo Wild Wings,5915 Trussville Crossings Pkwy,Birmingham,AL,35235,(205) 655-2521,B,C+,C-,B,A-,B-,A,B-,B,B+,B,B,B-
420,Buffalo Wild Wings,2772 John Hawkins Pkwy Ste 100,Hoover,AL,35244,(205) 983-9464,A+,A-,B,A-,A,A+,A-,A-,B,B,A-,B,C+
421,Buffalo Wild Wings,840 Colonial Promenade Pkwy,Alabaster,AL,35007,(205) 664-0040,A-,A-,B,A-,B,A-,A-,B+,B,B+,A-,C+,B-
422,Buffalo Wild Wings,5901 University Dr NW Ste T1,Huntsville,AL,35806,(256) 890-8500,A+,A-,C,A-,A,A,A,A-,B+,B+,A-,A-,B-
423,Buffalo Wild Wings,4507 Riverview Pkwy Ste 108,Birmingham,AL,35242,(205) 991-1955,A,B,B,B+,A-,A,B+,A-,B,B,A-,B-,B+
424,Buffalo Wild Wings,2257 Tiger Town Pkwy,Opelika,AL,36801,(334) 741-0989,B+,B+,C+,B-,B,B,A,B+,B,B+,B+,C+,B+
425,Buffalo Wild Wings,2870 Florence Blvd,Florence,AL,35630,(256) 740-8464,A,A-,C+,B,A,A-,B+,B,A-,A-,A-,B+,A-
426,Buffalo Wild Wings,3400 Montgomery Hwy,Dothan,AL,36303,(334) 671-0198,A-,B,C+,B,A-,B+,A,C+,A-,A-,B+,B+,A-
427,Buffalo Wild Wings,2505 Caufield Dr,Gardendale,AL,35071,(205) 631-7646,B,B-,C-,B,B-,B-,B,B,B,B+,B+,C+,B-
428,Buffalo Wild Wings,945 Wimberly Dr SW,Decatur,AL,35603,(256) 301-5454,B+,B,C+,B+,B-,A-,B+,B-,B,A-,B,B,C+
429,Buffalo Wild Wings,1414 Taylor Rd,Montgomery,AL,36117,(334) 272-5547,A-,C-,C-,B-,A,B,A,A-,B,B+,B+,B,B
430,Buffalo Wild Wings,1700b 2nd Ave SW,Cullman,AL,35055,(256) 736-1499,B,B,B,B,B,B,B-,B+,B-,A-,B,C+,A-
431,Buffalo Wild Wings,2475 Cobbs Ford Rd,Prattville,AL,36066,(334) 285-7192,B+,B+,B-,B+,B,B+,A-,B,B,B+,B,C+,C
432,Buffalo Wild Wings,290 Vaughn Spur,Pell City,AL,35125,(205) 814-7177,B-,B,B,B+,A-,B-,B-,B+,B,A-,B,C+,C
433,Buffalo Wild Wings,7042 Highway 72 W,Huntsville,AL,35806,(256) 890-8500,A+,A-,C,A-,A,A,A,A-,B+,B+,A-,A-,B-
434,Buffalo Wild Wings,22099 Us Highway 72,Athens,AL,35613,(256) 998-5300,A-,B,B+,A,B-,B+,B+,A,B+,A-,B-,C+,B
435,Buffalo Wild Wings,2750 Carl T Jones Dr SE Ste 1500,Huntsville,AL,35802,(256) 650-4115,A+,A+,C,A,A-,A+,B+,A-,B,B+,A-,B+,A-
436,Buffalo Wild Wings,400 Bald Hill Rd,Warwick,RI,02886,(401) 739-1392,B+,C,B+,C+,A,B+,B-,B-,B-,B-,A,A,B
437,Buffalo Wild Wings,51 Dowling Village Blvd,North Smithfield,RI,02896,(401) 765-2806,B,B,B-,C+,B+,B,C+,B,C+,B-,A-,A-,B
438,Buffalo Wild Wings,1721 E Stone Dr,Kingsport,TN,37660,(423) 230-0015,B,B,C+,B-,A-,B,B-,B-,B+,A-,B,B+,B+
439,Buffalo Wild Wings,2035 Hamilton Pl,Johnson City,TN,37604,(423) 434-0492,A,A-,C+,B,A,A-,B,B,B+,B+,B+,A-,A-
440,Buffalo Wild Wings,430 Sam Ridley Pkwy W,Smyrna,TN,37167,(615) 459-0070,A-,A-,C+,B+,A-,A-,A-,A,B-,B+,B,B+,B+
441,Buffalo Wild Wings,3448 Poplar Ave,Memphis,TN,38111,(901) 324-9225,A-,B-,C-,C+,A,B,A,C,B+,B,B,B+,A
442,Buffalo Wild Wings,1109 Nashville Pike,Gallatin,TN,37066,(615) 230-9464,A-,B+,B,B,A-,A-,B+,A-,B-,B+,A-,B+,A-
443,Buffalo Wild Wings,224 Hamilton Crossing Dr,Alcoa,TN,37701,(865) 983-5677,B,B+,B-,B,B,B+,B+,B,B,B+,B-,B+,B
444,Buffalo Wild Wings,1018 Crossings Blvd,Spring Hill,TN,37174,(931) 499-7115,A-,B+,B-,B+,A-,A,B-,A-,B-,B,B,B+,B
445,Buffalo Wild Wings,6816 Charlotte Pike Ste 110,Nashville,TN,37209,(615) 352-9963,A-,B-,C-,B-,A,B-,A,B,B,B-,B,B-,A-
446,Buffalo Wild Wings,100 Adams Ln,Mount Juliet,TN,37122,(615) 773-9001,A-,A-,B-,A-,A-,A-,B-,A,B,B,B,C+,B
447,Buffalo Wild Wings,207 Stones River Mall Blvd Ste B,Murfreesboro,TN,37129,(615) 907-6004,A,A-,C+,A-,A-,A,B,A,B-,B+,B+,B+,B+
448,Buffalo Wild Wings,310 Indian Lake Blvd,Hendersonville,TN,37075,(615) 824-2199,A-,A-,B,B+,A-,A,B,A-,B-,B,A-,B+,B
449,Buffalo Wild Wings,120 Market St,Chattanooga,TN,37402,(423) 634-0468,B,C,C-,C-,A+,C+,B-,C-,B,B+,A-,A,A+
450,Buffalo Wild Wings,5744 Highway 153,Hixson,TN,37343,(423) 877-3338,B+,B-,C-,B+,A-,B,B,B+,B,B+,A-,B-,B+
451,Buffalo Wild Wings,8385 Us Highway 64 Ste 101,Memphis,TN,38133,(901) 380-9294,B+,B+,C-,B+,A-,B+,A,B,B+,B,B,B,C+
452,Buffalo Wild Wings,11431 Parkside Dr,Knoxville,TN,37934,(865) 966-7300,A,A,C-,A,A-,A+,B-,A,B,B,B+,B+,C
453,Buffalo Wild Wings,1430 Hurley Dr,Sevierville,TN,37862,(865) 286-2999,B-,B-,C+,C,A-,B-,B,B,B,B,C+,B-,B
454,Buffalo Wild Wings,110 S Hampton Pl,Clarksville,TN,37040,(931) 552-5327,A-,A-,C+,B,A,A-,A,B-,B-,B+,B+,B+,A-
455,Buffalo Wild Wings,625 Paul Huff Pkwy NW,Cleveland,TN,37312,(423) 472-3288,B+,B+,C,B,A-,B,B,B,B,B+,B,B-,B
456,Buffalo Wild Wings,320 Spring Creek Dr,Franklin,TN,37067,(615) 771-7724,A+,A+,B+,A-,A-,A+,B,A,B-,B-,A,A-,A-
457,Buffalo Wild Wings,1242 Vann Dr,Jackson,TN,38305,(731) 984-8517,A-,C+,C-,B,A-,B+,A,B+,B+,B+,B+,B+,B+
458,Buffalo Wild Wings,1385 Interstate Dr,Cookeville,TN,38501,(931) 520-0872,B,B,B-,C,A,B,B-,C,B-,B,B+,B,B-
459,Buffalo Wild Wings,1142 Vann Dr,Jackson,TN,38305,(731) 984-8517,A-,C+,C-,B,A-,B+,A,B+,B+,B+,B+,B+,B+
460,Buffalo Wild Wings,5215 Old Hickory Blvd,Hermitage,TN,37076,(615) 885-6700,A-,B-,C-,B,A,B,A,B+,B,B,B+,A-,B+
461,Buffalo Wild Wings,3770 Hacks Cross Rd,Memphis,TN,38125,(901) 737-9463,B+,C+,C-,B-,A-,B,B+,B-,B+,B+,B,B+,B-
462,Buffalo Wild Wings,2843 W Andrew Johnson Hwy,Morristown,TN,37814,(423) 587-9784,B+,A-,B-,B,B,A-,B+,B-,B,B+,B,B+,B
463,Buffalo Wild Wings,1705 N Jackson St,Tullahoma,TN,37388,(931) 393-2709,B+,B-,B,B,A-,B+,B,B+,B-,A-,B,B,B-
464,Buffalo Wild Wings,112 Redstone Dr,Fayetteville,TN,37334,(931) 438-5457,B,B,C,B+,B,B,B,B+,B-,A-,B-,C,B+
465,Buffalo Wild Wings,99 Thornton Dr,Dickson,TN,37055,(615) 740-9943,B-,B,C+,B-,A-,B-,B,B,B-,B+,B-,C+,B
466,Buffalo Wild Wings,8544 Us Highway 51 N Ste 101,Millington,TN,38053,(901) 872-3800,B,B-,C-,B,A-,B-,A,C+,B+,B+,B,B+,B+
467,Buffalo Wild Wings,1986 Middle Country Rd,Centereach,NY,11720,(631) 737-9464,B+,B+,A-,C,A-,A-,B+,B-,B,C-,A,A,A-
468,Buffalo Wild Wings,1612 Clark Street Rd,Auburn,NY,13021,(315) 252-2999,B+,B-,B,B-,A,B,B-,B,C-,B,A-,B,A-
469,Buffalo Wild Wings,1290 Arsenal St,Watertown,NY,13601,(315) 779-9464,B,B-,B-,C+,A,B,B+,C+,D+,B-,B+,A-,A-
470,Buffalo Wild Wings,139 Flatbush Ave,Brooklyn,NY,11217,(718) 943-9453,A+,B,NG,C-,A+,A,A+,B,B,C-,A,A,A
471,Buffalo Wild Wings,1112 Deer Park Ave,North Babylon,NY,11703,(631) 242-9464,B+,B+,A-,C,A-,B+,B+,B-,B,C-,B+,A,A-
472,Buffalo Wild Wings,780 Jefferson Rd,Rochester,NY,14623,(585) 475-1240,A,B+,C,B-,A,B+,A-,B,C-,B-,A,A,A
473,Buffalo Wild Wings,1701 Sunrise Hwy,Bay Shore,NY,11706,(631) 968-9464,B+,B-,A-,C-,A-,B,A+,C+,B,C-,A,B,A
474,Buffalo Wild Wings,1631 County Route 64,Horseheads,NY,14845,(607) 739-9464,A-,B+,B-,B+,A-,A-,B-,B+,C,B,B,A-,A-
475,Buffalo Wild Wings,22 Clifton Country Rd Ste 130,Clifton Park,NY,12065,(518) 371-9464,A+,A,B+,B+,A-,A+,B,A,C+,B-,A,A,B
476,Buffalo Wild Wings,410 Elmira Rd Ste 3,Ithaca,NY,14850,(607) 273-0340,A+,A,B,C+,A,A,A,B+,C,C,A-,A,A
477,Buffalo Wild Wings,3540 Mckinley Pkwy Ste 8,Buffalo,NY,14219,(716) 826-3429,B+,A-,C,B,A,B+,B-,B-,C-,B,B+,A-,A-
478,Buffalo Wild Wings,1 Mamaroneck Ave,White Plains,NY,10601,(914) 385-9453,A+,A+,B,C+,A,A,A+,B-,B-,C-,A+,A,B+
479,Buffalo Wild Wings,5671 E Circle Dr,Cicero,NY,13039,(315) 452-9464,B,B,C,B,A-,B,C+,B+,C-,B,B+,B-,C+
480,Buffalo Wild Wings,1594 Military Rd # 100,Niagara Falls,NY,14304,(716) 297-1144,B,B,C,B,A,B,B,B,C-,B,B+,A-,B
481,Buffalo Wild Wings,1620 Niagara Falls Blvd,Tonawanda,NY,14150,(716) 833-3111,A-,B+,C,B,A,B+,B-,B+,C-,B,A,A-,A-
482,Buffalo Wild Wings,358 Broadway Mall,Hicksville,NY,11801,(516) 937-9453,A,A,B+,C+,A,A,A,B,B,C-,A,A,A
483,Buffalo Wild Wings,567 Route 211 E,Middletown,NY,10941,(845) 673-1062,B+,B+,B-,C,A-,B+,A+,C+,B-,C,B+,A,A-
484,Buffalo Wild Wings,737 Merrick Ave,Westbury,NY,11590,(516) 794-9453,A-,B+,B+,C-,A,A-,A+,B-,B,C-,A,A,A-
485,Buffalo Wild Wings,1447 Richmond Ave,Staten Island,NY,10314,(718) 983-6912,B+,B,NG,C-,A-,B+,A,B-,B,C,A-,A,A-
486,Buffalo Wild Wings,1080 Broadhollow Rd,Farmingdale,NY,11735,(631) 465-9464,A-,A,A-,C,A,A,A-,B-,B,C-,A-,A,A-
487,Buffalo Wild Wings,1794 South Rd,Wappingers Falls,NY,12590,(845) 218-9453,A-,B+,B,C+,A-,A-,A-,B-,B-,C+,A,A,A-
488,Buffalo Wild Wings,10716 71st Ave,Forest Hills,NY,11375,(718) 544-9453,A+,B,NG,C,A,A,A,B+,B,C-,A,A,A
489,Buffalo Wild Wings,1761 Old Country Rd,Riverhead,NY,11901,(631) 369-9464,B,B,A-,D+,A,B,A,C,B,C-,A,A,A
490,Buffalo Wild Wings,200 Consumer Sq,Plattsburgh,NY,12901,(518) 310-3536,B+,B-,A-,B-,A,B+,B-,B-,C-,B-,B+,B+,A
491,Buffalo Wild Wings,253 W 47th St,New York,NY,10036,(212) 265-9453,A+,B,NG,C-,A+,A-,A+,B-,B,C-,A+,A,A
492,Buffalo Wild Wings,4640 Palisades Center Dr,West Nyack,NY,10994,(845) 480-7344,A+,A,B+,B,A-,A+,B+,A-,B-,C,A,A,A-
493,Buffalo Wild Wings,44 Westchester Ave,Port Chester,NY,10573,(914) 690-9453,B+,B,B,D-,A,B,A,C-,B-,D+,A+,A,A
494,Buffalo Wild Wings,33 Lecount Pl,New Rochelle,NY,10801,(914) 637-9453,A-,A,B,D,A,B+,A+,C-,B-,D+,A+,A,A
495,Buffalo Wild Wings,632 Gateway Dr,Brooklyn,NY,11239,(718) 235-9453,B,B,NG,C-,B,B,A,C,B,B-,B,A,B+
496,Buffalo Wild Wings,1500 W Ridge Rd,Rochester,NY,14615,(585) 865-4134,B,C,C,C,A,B-,A,C+,C-,B-,A,A-,B+
497,Buffalo Wild Wings,18965 Bear Valley Rd,Apple Valley,CA,92308,(760) 961-1500,B-,B-,C,C-,A-,C+,A,C,C,C+,A-,B-,B
498,Buffalo Wild Wings,12411 Limonite Ave Ste 650,Mira Loma,CA,91752,(951) 360-6086,B,B+,C+,C-,A,B,A,C,A-,C-,A,A,A-
499,Buffalo Wild Wings,3160 Chino Ave,Chino Hills,CA,91709,(909) 591-9035,A-,A-,C,C-,A-,A-,A+,B-,A,D+,A-,A,A-
500,Buffalo Wild Wings,23600 Rockfield Blvd,Lake Forest,CA,92630,(949) 588-9464,A,A,B-,C-,A-,A-,A,B-,A,D+,A+,A+,A-
501,Buffalo Wild Wings,8301b On The Mall,Buena Park,CA,90620,(714) 538-9464,A-,B,B-,C-,A,B,A+,B-,A,C-,A,A,A-
502,Buffalo Wild Wings,27741 Crown Valley Pkwy Ste 303,Mission Viejo,CA,92691,(949) 582-2660,A,A+,B-,C-,A,A-,A-,B-,A,D+,A+,A,A-
503,Buffalo Wild Wings,2548 E Workman Ave,West Covina,CA,91791,(626) 967-9888,B+,A-,C,D+,B,B,A+,C,A,D+,A+,A,A-
504,Buffalo Wild Wings,14110 Culver Dr,Irvine,CA,92604,(949) 872-2999,A+,A+,B-,C,B+,A+,A,B-,A,D+,A+,A,A-
505,Buffalo Wild Wings,3575 W Stetson Ave,Hemet,CA,92545,(951) 925-6111,B-,C+,C+,C-,B,C,A,C,B+,C,A-,B,A-
506,Buffalo Wild Wings,3939 Crenshaw Blvd,Los Angeles,CA,90008,(323) 596-4955,B-,C-,C,D-,A-,C,A-,C-,A+,C-,A-,A,A
507,Buffalo Wild Wings,72920 Highway 111,Palm Desert,CA,92260,(760) 779-9464,B+,B-,C+,D+,A-,B-,A,B-,B-,C-,A,A-,A-
508,Buffalo Wild Wings,12450 Day St,Moreno Valley,CA,92553,(951) 653-9464,B-,C-,C+,C-,A,C+,A,C-,B+,C,A,A,A-
509,Buffalo Wild Wings,240 S Brea Blvd,Brea,CA,92821,(714) 582-1590,A,A,B-,C-,A,A,A,B-,A,D+,A+,A,A-
